CO_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Shri Keshav,0,0,0,0,0,0,0,0,0,2.41,1.79,1.56,2.3,0.64,1.18,2.1,3.84,5.93,9.04,4.66,9.73,7.68,7.38,7.63,9.8,10.39,38.4,80.44,77.85,20.79,25.97,41.09
Kwality,0,0,0,0,0,0,0,0,0,6.6,5.74,0,3.17,4.62,16.96,27.75,32.76,32.4,33.67,178.91,2508.87,2691.38,751.84,603.5,641.1,822.43,2530.2,3698,1456.57,158.09,33.07,0
Competent Auto,0,0,0,0,0,0,0,0,0,0,9.45,0,4.81,5.42,7.69,17.69,25.16,26.63,21.92,11.41,26.14,31.98,25.77,26.29,38.59,60.21,85.73,110.7,152.15,107.19,58.42,86.25
Unique Organics,0,0,0,0,0,0,0,0,0,0,1.34,0.72,0,0,0,0,0,0,0,0,0,2.8,2.09,4.5,7.14,10.83,9.58,9.04,5.41,4.46,1.78,7.26
Justride Enterp.,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,3.45,2.13,0,0,0,0,0
Nimbus Industrie,0,0,0,0,0,0,0,0,0,0,7.15,0.51,0,0,0,0,0,0,0,0,0,0,8.61,12.88,12.08,4.53,2.54,3.02,3.42,1.65,0,0
Oscar Investment,0,0,0,0,0,0,0,0,0,0,34.97,31.64,0,0,58.06,0,0,392.95,152.32,298.08,640.74,700.44,526.18,381.89,325.99,374.46,368.58,401.24,126.06,20.39,0,0
Ocean Infrastruc,0,0,0,0,0,0,0,0,0,0,8.47,0,0,5.47,1.08,3.07,1.46,2.34,3.08,1.05,0,0,0,0,0,0,0,0,0,0,0,0
Ishan Dyes & Ch.,0,0,0,0,0,0,0,0,0,3.51,7.77,0,0,0,0,0,0,0,0,0,0,0,36.5,0,13.29,11.9,21.97,55.37,48.44,38.02,31.86,78.8
Jagan Lamps,0,0,0,0,0,0,3.11,0,1.1,2.07,1.38,0,0,0.52,2.24,4.17,4.83,3.18,3.54,2.07,3.51,3.66,4.1,3.45,3.11,6.07,5.91,8.28,10.66,8.63,11.42,21.67
Asian Star Co.,0,0,0,0,0,0,0,0,0,80.03,228.28,453.48,364.38,760.77,1067,1218.51,1280.08,1439.54,1258.9,1166.5,1227.21,1428.23,1086.15,1224.77,983.01,2006.45,1088.68,1067.87,1698.9,1135.11,1140.71,1261.51
Shri Krishna,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,3.2,0,28.36,0,10.63,30.88,46.76,21.73,26.82,49.84,33.43,42,56.7,63.84,66.78,44.38
Dazzel Confindiv,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0.43,0.29,0.7,1.42,3.04,1.33,2.3,3.54,36.26,38.77,3.55,3.55,3.4,2.96,2.81,0,0,0,0
Visagar Finan.,0,0,0,0,0,0,0,0,0,0,0.57,0,0.72,0,0,0,0.68,0.98,15.68,59.24,29.58,174.28,204.99,8.26,4.36,6.18,4.32,1.53,2.28,1.04,1.3,2.31
Progress. Steels,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advance Powerin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,2.48,2.37,2.96,2.77,2.65,2.12,4.17,0,0,0
Choksi Imaging,0,0,0,0,0,0,0,0,0,3.51,4.19,1.79,1.25,0.41,1.13,3.02,7.02,6.75,8.97,4.68,17.2,13.07,10.53,6.83,3.55,6.36,12.85,11.31,13.26,6.34,3.53,8.46
Jinprabhu Infra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Cypromet,0,0,0,0,0,0,0,0,0,3.6,3.78,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Integ. Techno.,0,0,0,0,0,0,0,0,0,2.42,12.92,1.62,2.58,0.81,0.54,0,0,0,0,0,0,0,4.64,1.63,1.05,0.8,0.87,0.78,0.81,0.7,0.33,1.27
Lakhani India,0,0,0,0,0,0,0,0,0,48.69,84.63,163.25,154.23,130.96,78.76,67.99,63.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVA India,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Om Infra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83,343.94,387.61,408.79,67.6,248.45,377.01,258.08,156.01,192.6,372.2,403.98,456.46,468.98,319.23,134.82,215.71
United Credit,0,0,0,0,0,0,0,0,0,0,0,0,2.99,2.37,5.62,8.05,14.43,28.34,14.2,5.86,12.66,10.82,10.61,4.45,8.53,9.59,5.84,7.08,8.77,9.59,8.58,5.85
GFL Financials,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,10.56,42.53,25.8,6.38,0,7.07,0,0,0,0
ECE Industries,0,0,0,0,0,0,0,0,0,0,0,0,0,13.74,17.98,43.44,87.3,209.95,142.32,46.97,83.32,94.12,102.82,100.49,73.94,103.99,0,0,0,0,0,0
Stratmont Indus.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,6.01,2.94,3.48,3.39,0,0,0,1.19,2.7,0,3.69
Besco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.83,150.36,297.05,209.61,150.89,775.28
Blue Diamond Sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oracle Credit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,6.99,5.01,0
Regal Entertain.,0,0,0,0,0,0,0,0,0,0.32,1.15,0.35,0.25,0.61,0.64,0.86,1.81,1.03,1.06,1.29,2.17,4.78,2.63,2.69,2.21,0,0,2.95,3.22,0,0,2.67
Neelkanth Rock,0,0,0,0,0,0,0,0,0,0,1.21,1.51,0.91,0,0.56,1.39,1.89,5.14,5.7,3.94,3.86,2.88,3.35,3.95,4.13,3.87,4.02,3.29,4.03,3.95,0,3.73
Dhanvantri Jeev.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,2.14,3.94,6.33,6.25,12.51,23.25,12.4,6.23,2.22,3.06
Multimetals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68786.33,93659.36,120485.23,79354.67,52844.4,152818.17,231438.91,228571.61,307632.69,416860.31,498890.69,495769.53,479030.75,545437.94,750627.06,684078.5,1175410.63
Sri Ramakr. Mill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,3.76,6.65,7.78,7.58,9.54,15.31,14.77,10.32,9.26,14.99,11.25,10.47,13.88,8.63,10.32,6.72,12.46
Star Delta Trans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.66,21.21,21.87,28.22,31.97,37.68,40.2,24.44,24.23
Vijay Solvex,0,0,0,0,0,0,26.6,18.15,0,19.84,0,0,4.58,0,0,0,0,0,10.26,9.08,22.39,20.82,0,0,0,0,29.98,0,153.79,70.14,104.48,288.33
Rahul Merchand,0,0,0,0,0,0,0,0,0,1.76,6.41,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.17,0,0,0,0,0,0,3.25
ICICI Bank,0,0,0,0,0,0,0,0,0,452.1,5117.32,3255.4,2732.46,8211.54,18239.57,28955.85,52435.59,76716.73,85688.26,37027.03,106210.8,128163.2,102274.2,120586.35,143843.63,182787.13,137548.34,161396.23,178949.95,257108.27,210041.23,401992.06
IDBI Bank,0,0,0,0,0,0,0,0,0,1999.08,3163.52,1746.32,1067.38,1080.43,3792.94,6578.93,5667.28,5616.71,6453.72,3290.5,8335.89,14025.2,12283.19,10695.32,10497.79,11396.12,14308.76,15461.7,22280.91,36089.82,20034.55,41450.51
Oil India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27664.97,31567.48,30955.5,30733.08,28974.75,27270.53,18842.61,26734.52,24434.48,20099.45,8968.03,13300.23
Siddha Ventures,0,0,0,0,0,0,0,0,0,1.25,2,1,0,0.45,0.7,2.91,0.98,1.33,2.59,0.85,1.5,1.22,1.44,1.21,1.22,0.8,0.72,1.43,0.43,0.39,0,1.23
Power Grid Corpn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41225.59,40257.55,45097.72,47130.65,49954.79,49051.99,54957.85,75962.69,72771.41,103166.95,101414.38,103637.8,83182.28,112819.24
Bank of Baroda,0,0,0,0,0,0,0,0,0,1346.8,1342.36,1786.36,1419.32,2542.64,7183.92,6454.28,8452.01,7846.29,10341.52,8543.87,23285.74,37711.76,32628.81,28552.75,30975.86,36113.73,33894.19,39850.44,37619.01,34074.25,24743.13,38345.65
New Central Jute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mascon Global,0,0,0,0,0,0,0,0,0,0.4,409.05,177.06,108.46,27.69,164.19,361.85,329.58,245.2,438.49,128.76,149.22,49.87,28.28,0,0,0,0,0,0,0,0,0
Canara Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,2919.2,5928.6,8216.4,10942.9,7982.7,9233.2,6801.9,16824.35,27738.45,20982.7,17031.13,12193.41,17482.5,10308.69,18097.89,19375.87,21990.98,9313.31,25071.59
Shree Ram Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206.86,540.4,346.58,109.34,238.59,279.33,600.7,430.43,370.38,319.37,236.29,257.27,152.18,0,0,0
UCO Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778.58,2422.06,2122.3,1710.63,2953.64,1318.46,3103.88,6720.74,5234.59,4195.91,7402.31,6867.65,4157.16,5607.22,4032.48,10168.87,8986.02,10900.26
General Insuranc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63943.49,42561.74,18403.66,35009.05
Cadsys (India),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.27,36.39,13.32,14.25
Cox & Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3030.54,2861.12,2240.98,1753.6,2186.37,5474.8,3056.98,4076,4030.98,2474.56,9.53,20.3
Union Bank (I),0,0,0,0,0,0,0,0,0,0,0,0,0,1157.2,2424.83,5201.66,6154.89,5248.2,7122.19,7437.89,14797.49,18217.85,12313.89,13013.01,8647.8,9962.65,8995.17,10720.64,10996.28,16836.81,9840.6,21815.3
Maruti Suzuki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14357.88,12157.75,25261.72,23682.77,23967.36,22394.19,40915.41,36506.49,38978.2,36973.09,59552.05,111746.95,112346.57,181982.05,267738.03,201538.72,129524.35,207219.33
Ircon Intl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775.7,3584.78,4154.73
Shriram Pistons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707.36,3401.21,2300.14,892.65,1781.27
M S Securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Havisha,0,0,0,0,0,0,47.85,44.95,40.6,46.4,44.37,13.34,10.15,0,0,0,0,0,0,0,0,12.64,10.59,6.5,0,0,0,0,0,24.11,8.75,11.21
Rexnord Electr.,0,0,0,0,0,0,0,0,0,1.62,3.34,0,0.58,0,1.52,2.56,2.07,3.56,4.28,2.59,5.18,4.9,5.1,5.24,4.63,17.58,35.31,70.53,68.58,35.88,22.38,33.48
Dhanlaxmi Bank,0,0,0,0,0,0,0,0,0,23.01,27.51,32.29,22.67,55.62,89.61,88.17,99.71,187.71,404.28,321.56,852.15,965.06,580.65,389.52,455.24,550.07,348.67,623.24,537.65,438.98,203.93,375.22
CSB Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055.45,4037.02
Navoday Consult.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ispat Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndusInd Bank,0,0,0,0,0,0,0,0,0,298.4,441.6,224.8,267.2,188.16,887.53,1454.95,1360.15,1341.6,2516.9,1146.65,7004.33,12282.35,14997.72,21165.52,26335.16,46723.98,57570.88,84306.07,107776.08,107404.83,24353.51,73779.72
Central Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3518.04,1372.06,5922.67,9110.74,6479.03,6988.24,6752.2,17660.61,12512.33,20143.99,19243.48,14772.29,6965.91,9606.54
Alankit,0,0,0,0,0,0,0,0,0,0.62,1.39,0.8,0.46,0,0,0,0,0,0,0,0,0,6.47,41.27,32.01,153.82,361.51,335.95,603.28,454.61,151.54,226.59
Axis Bank,0,0,0,0,0,0,0,0,0,184.66,521.66,323.81,765.32,924.21,3398.44,6627.33,9931.12,13804.09,27942.52,14880.96,47368.43,57626.85,47348.59,60891.99,68618.45,132844.06,105928.79,117548.38,130740.06,199585.36,107026.24,213696.47
Hatigor Tea Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubra Medicament,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67,3.24,1.48,1.3,0.57,2.02,0,0.78,1.7,1.56,1.26,1.32
Nihar Info Glob.,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,1.47,1.89,2.2,5.56,3.1,2.01,2.79,1.13,1.14,0.43,0.31,7.59,9.3,9.75,8.54,8.52,4.28,2.99
Vintage Secur.,0,0,0,0,0,0,0,0,0,0,0,2.21,0,0,1.32,1.68,1.07,1.27,2.77,0.9,3.15,2.44,1.18,3.53,3.81,0,5.06,5.3,0,0,0,1.57
India Intl.Mktg.,0,0,0,0,0,0,0,0,0,2.21,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contil India,0,0,0,0,0,0,0,0,0,0.46,1.16,0,1.3,0,0,0.78,0.93,1.34,3.56,1.05,1.73,1.79,1.98,1.27,1.55,1.55,2.38,2.19,2.6,2.16,1.54,3.74
Adroit Info.,0,0,0,0,0,0,0,0,0,0,177.24,5.25,6.06,5.55,10.38,13.16,20.46,16.5,0,0,0,0,6.82,1.87,10.17,61.93,71.19,114.29,54.77,33.7,8.31,17.81
Hasimara Inds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epsom Properties,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,1.08,3.19,1.32,4.59,4.35,2.62,2.59,8.34,3.58,2.3,3.23,5.02,0,4,4.25,0,5.33,3.05
Coromandel Engg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.43,77.04,63.83,70.19,128.1,138.74,188.25,129.1,158.17,95.04,39.21,89.72
Jet Airways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10468.38,8593.72,5458.21,4802.97,1466.75,4144.27,3860.25,2818.24,4460.67,2822.39,5544.82,6213.92,5974.79,6923.92,3059.82,151.66,1061.59
Surana Corp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.23,46.56,46.27,68.82,44.7,145.92,249.42,198.38,135.56,52.13,20.22,3.12,3.7,2.07,0.8,0,0
Virtualsoft Sys.,0,0,0,0,0,0,0,0,0,0,1.07,0,0,1.02,0.76,6.04,2.88,2.16,5.58,5.54,3.59,3.05,5.32,3.73,0,0,0,1.67,0,0,0,1.91
Bank of Maha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414.26,1319.54,1683.33,2154.75,893.33,2137.53,2861.36,3216.21,3001.01,3268.29,3944.41,3399.85,3925.6,3533.9,3557.28,5189.28,13645.13
Elder Pharma,0,0,0,0,0,0,0,0,0,0,0,33.06,33.5,30.42,142.82,286.38,492.04,769.36,712.42,409.73,677.07,801.27,695.38,583.54,411.72,178.49,77.33,0,0,0,0,0
Asean Indl.Struc,0,0,0,0,0,0,0,0,0,2.33,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCl Res. & Finl.,0,0,0,0,0,0,6.6,7.65,7.14,0,0,0,0,0,0,0,0,0,0,0,0,34.12,86.48,872.16,176.93,0,0,0,19.2,4.8,2.76,5.53
Shamrock Indl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,2.96,1.41,1.59,0.93,1.91,0,0,0,0,0,0,0,0,0,0,0
Vedvyas Cement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emed.com Techno,0,0,0,0,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,163.59,4.78,3.05,3.27,1.22,0,0,0
Bank of India,0,0,0,0,0,0,0,0,0,1278,1000.03,722.07,1603.89,1851.72,2877.74,5056.8,6449.26,8178.57,13281.55,11548.49,17895.17,26127.21,20713.46,18026.04,14701.4,13015.58,7924.64,14702.45,18022.4,28779.39,10568.08,22233.93
Kamron Labs.,0,0,0,0,0,0,1.46,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65,3.98,4.09,3.17,2.98
HCL Technologies,0,0,0,0,0,0,0,0,0,0,24306.17,10476.61,7273.41,4372.22,7333.88,11782.42,21301.5,19128.55,16828.29,6814.71,24190.86,32673.61,33395.5,55406.08,97254.93,137709,114826.2,124565.33,134978.28,147563.14,118519.32,266875.41
Diana Tea Co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.61,61.46,27.43,54.15,37.25,38.98,24.74,22.71,19.46,18.44,22.11,26.31,31.41,27.43,22.34,9.74,24.36
Alliance Mgt & F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Organics,0,0,0,0,0,0,0,0,0,0,2.38,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zenlabs Ethica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,1.34,4.16,0,7.4,5.46,6.41,2.59,0,2.73,9.3,22.35,32.24,37.53,23.7,13.77
Trans Asia Corpo,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,9.3,10.26,3.7,1.48,2.58,0,0,1.92,2.09,1.48,0,1.78,1.78,2.35
Dhanashree Elect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9
Coral Newsprints,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.22,1.1,0,1.41,2.73,1.9,3.44,3.11,1.82,0,0,0,0,0,0,0,3.61,2.23
GCCL Const.,0,0,0,0,0,0,0,0,0,4.8,9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulip Star Hot.,0,0,0,0,0,0,0,0,0,18.95,14.66,8.92,4.08,4.3,5.81,35.13,23.3,27.89,31.76,24.06,50.48,50.11,75.6,62.93,35.08,36.88,35.57,24,0,0,12.45,17.75
Kapashi Commerc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,9.14,5.91,0,30.42
Sh. Krishna Pap.,0,0,0,0,0,0,0,0,0,6.17,2.57,2.91,1.27,3.84,2.26,11.22,13.89,10.51,14.29,13.02,11.91,15.31,11.5,13.49,7.71,10.41,0,32.31,42.59,0,36.64,20.48
Madras Fertilize,0,0,0,0,0,0,0,0,0,114.23,196.63,134.62,74.25,118.41,231.18,198.15,0,0,0,0,0,0,0,0,0,259.37,187.2,311.73,517.13,329.45,197.99,407.58
Bloom Dekor,0,0,0,0,0,0,0,0,0,1.3,4.44,3.15,2.26,2.44,2.49,4.28,3.07,6.41,7.95,4.41,7.8,8.18,8.39,9.75,11.65,12.4,16.54,29.18,33.43,10.27,6.94,9.62
Bemco Hydraulics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,6.97,2.31,5.64,9.29,7.17,7.74,11.64,19.07,15.86,30.27,40.14,20.98,20.12,51.61
Bombay Potteries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.31,28.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Bemco Jacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himatsing. Auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Ica (I),0,0,0,0,0,0,0,0,0,0,1.62,0,0,1.94,2.22,4.04,4.25,8.18,10.48,9.53,7.31,6.61,2.97,7.27,7.07,7.68,7.6,16.54,28.24,13.13,7.68,9.31
AP Tanneries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jainex Aamcol,0,0,0,0,0,0,0,0,0,1.41,0,0.39,0,0,0,0,0,0,7.07,0,0,5.95,0,0,0,8.77,0,0,8.74,7.65,0,6.04
Gaekwar Mills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0
Gogte Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rossell India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.42,204.58,162.01,149.72,165.32,298.89,411,469.16,335.59,247.7,133.58,386.96
Remedium Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,8.03,15.84
Gothi Plascon,0,0,0,0,0,0,0,0,0,0,7.34,0,0,0,0,1.24,1.53,2.22,0,2.69,5.25,5.46,4.28,7.65,8.22,6.06,8.29,11.42,14.89,7.92,7.27,19.28
Smruthi Organic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.61,24.29,20.6,17.02,39.41,49.81,66.58,44.03,22.32,24.06,38.57,43.72,37.77,55.32,27.43,254.45
Boston Bio,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.35,0,0,0,0,0,0,0,0,0,2.25,2.73,10.47,0,0,0,0,0,0
Mega Fin (India),0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cochin Shipyard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6842.34,5182.03,3475.95,4936.71
Cont. Valves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal Corporat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,22.45,316.25,154.62,182.61
Central Province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,2.35,3.83,14.25,6.71,12.89,7.79,6.02,5.18,6.49,7.58,0,84.07,0,57.55,0,42.7
JK Paper,0,0,0,0,0,0,0,0,0,0,146.12,165.42,0,0,104.49,264.34,477.89,313.38,273.52,122.23,400.13,461.48,487.73,383.22,407.13,431.72,629.77,1477.71,2373.65,2547.1,1328.81,2539.34
Indl. Inv. Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artefact Project,0,0,0,0,0,0,0,0,0,2.2,4.51,0.71,0.43,0.84,0.55,1.53,40.56,29.21,28.48,10.98,34.25,17.43,15.21,11.39,9.95,20.32,17.75,17.39,22.56,14.1,15.98,24.74
Ceenik Exports,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,2.73,3.15,7.05,9.25,0,3.94,5.36,3.19,2.66,1.88,1.79,4.39,2.86,2.63,0,2.11,2.16
Lead Financial S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.38,22.87,11.3,3.78,2.98,3.02,2.94,0,0,1.77,2.23,2.67,1.65,1.9,1.39
DMC Educat.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,3.2,13.78,9.14,1.63,38.58,23.51,9.7,6.39,3.16,2.1,0,0,0,0,0,0
Diamant Infra.,0,0,0,0,0,0,0,0,0,1.08,0,0.82,0,0,2.36,1.68,0,0,14.35,6.61,35.98,208.41,40.48,11.41,5.7,4.22,2.11,2.25,2.71,2.15,0.77,0.95
Duncan Brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepjyoti Textil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veljan Denison,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,16.02,34.56,53.07,49.93,70.74,31.38,64.08,57.78,88.88,54,54,113.74,133.99,226.32,226.69,189,157.27,155.16
India Radiators,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intl. Conveyors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84,34.54,35.22,63.86,38.55,202.5,104.63,124.81,76.21,73.98,172.13,113.06,128.25,159.64,179.55,136.69,293.63
Nilachal Refract,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,272.8,220.6,0,0,0,81.44,0,0,45.5
Indian Bright St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,3.61,0,0,2.13,0,1.85,1.87,1.77,1.87
Indian Metals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.99,1945.18,1542.62,830.13,593.9,663.14,397.75,287.86,2070.08,1158.53,703.7,305.92,1219.63
Pun. & Sind Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411.28,1749.55,1479.67,1241.51,1829.88,1389.43,2202.26,1994.13,1759.7,781.67,7132.7
PNB Fin. & Inds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEK Slotted Ang.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minal Industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,12.91,31.02,19.56,3.41,8.31,67.3,27.39,39.92,46.06,23.03,9.02,0,0,0,0,0
Madhya Bh.Papers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAL Automotive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62,30.19,57.41,21.96,39.54
Pilani Invest.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.1,1085.2,839.36,1033.67,0,1708.61,1996.96,1714.22,888.71,1755.51
Plenty Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eco Recyc.,0,0,0,0,0,0,0,0,0,7.84,19.23,3,2.03,1.2,2.4,2.6,9.34,21.56,15.77,4.87,11.02,64.24,41.2,38.59,36.31,91.3,74.28,62.35,85.95,77.97,46.02,109.99
Karnataka Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,214.13,531.18,856.7,1214.62,2075.86,2426.59,792.7,1605.2,2023.26,1801.09,2462.68,2208.95,2348.03,1928.85,3974.85,3251.4,3771.4,1310.32,1900.97
Soni Medicare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.32,0,0,0,0,13.65
Ovobel Foods,0,0,0,0,0,0,6.3,5.25,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88,22.79,14.23,17.96,34.23
